-46.00,-89.00,-46.00
-74.00,-92.00,-51.00
-61.00,-89.00,-57.00
-62.00,-88.00,-54.00
-59.00,0.00,-43.00
0.00,-88.00,-41.00
-65.00,-91.00,-46.00
-51.00,-92.00,-41.00
0.00,-90.00,-25.00
-52.00,0.00,-34.00
-55.00,-83.00,-39.00
-46.00,-91.00,-75.00
-59.00,-86.00,-49.00
-58.00,-91.00,-43.00
-51.00,-89.00,-27.00
-60.00,-92.00,-49.00
-60.00,-90.00,-55.00
-56.00,-84.00,-48.00
-57.00,-89.00,-59.00
-59.00,-88.00,-50.00
-56.00,-92.00,-41.00
-67.00,-89.00,-43.00
-60.00,-84.00,-48.00
-61.00,-88.00,-41.00
-53.00,-94.00,-41.00
-51.00,-88.00,-40.00
0.00,-84.00,-38.00
-51.00,-82.00,-39.00
-55.00,-86.00,-44.00
-55.00,-86.00,-49.00
